ID,المدينة,اسم المنشأة,درجة تصنيف المنشأة,رقم الجوال,البريد الالكتروني,العنوان,الموقع الالكتروني
1185,مكة المكرمة,نواة الحلول للاستشارات الهندسية,5,555520272,info@coresolutions.sa,حي الرصيفة شارع عبدالله عريف,www.coresolutions.sa
1186,مكة المكرمة,شركة دنيا الإدارة للمقاولات,6,558555526,,,
1187,مكة المكرمة,شركة قصور السلطان للمقاولات,6,555565841,ssaq35@hotmail.com,,
1188,مكة المكرمة,وثاق المستقبل للاستشارات الهندسية,6,548230888,wethaq.almustqbal@gmail.com,بطحاء قريش ش ثوبان النبوي رضي الله عنه,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8+%D9%88%D8%AB%D8%A7%D9%82+%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84+%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9%E2%80%AD/@21.3765071,39.8345563,17z/data=!3m1!4b1!4m6!3m5!1s0x15c2053440a03b53:0xa4737acc1da39734!8m2!3d21.3765021!4d39.8319814!16s%2Fg%2F11thl_ks6c?hl=ar&entry=ttu"
1189,مكة المكرمة,شركة فوارس الإبداع للمقاولات,6,549090805,,,
1190,مكة المكرمة,الريان جهينة للاستشارات الهندسية,6,561117292,alrayanjohayna@gmail.com,مكة المكرمة النزهة خلف المسجد الكويتي,https://linktr.ee/alrayanjohayna
1191,مكة المكرمة,عبدالله مطر البقمي للهندسة المعمارية,6,500111809,eng.smuy@gmail.com,"الخضراء، مكة المكرمة 24267 (21.476395, 39.923565)",www.ooo
1192,مكة المكرمة,التطوير الامثل للاستشارات الهندسية,6,595028899,dr-ahmad-999@hotmail.com,حي التنعيم 4,www.optimum.com
1193,مكة المكرمة,شركة بناء الواصل للمقاولات المحدودة,5,506516202,,,
1194,مكة المكرمة,مؤسسة مقرات للمقاولات,3,567968200,,,
1195,مكة المكرمة,شركة أبناء مساعد بن حمـود المطـرفي للتجـارة والمقاولات,3,555539029,binmosaed@yahoo.com,,
1196,مكة المكرمة,شركة إيوان المنازل للاستشارات الهندسية مهنية,6,555552377,ewan.houses@gmail.com,,
1197,مكة المكرمة,شركة شرف عبدالله الشريف و فيصل دخيل المطيرى للاستشارات الهندسية,6,534502229,Faisaldakhel@outlook.sa,مكة,http://example.com/
1198,مكة المكرمة,شرفه المتحدة للاستشارات الهندسية,6,505505521,atef139600@gmail.com,,
1199,مكة المكرمة,شركة ركايا للاستشارات الهندسية مهنية,6,506063505,rakaya.ce@gmail.com,مكة المكرمة الدائري الثالث,http://rakaya.com/
1200,مكة المكرمة,شركة فيصل عبدالله الزهراني للهندسة المدنية,6,553888053,akils00011@gmail.com,,
1201,مكة المكرمة,شركة بوابة الأفكار للاستشارات الهندسية,6,566653328,eng.rcc28@gmail.com,,
1202,مكة المكرمة,شركة أملاك للاستشارات الهندسية,6,503711180,info@amlakoffice.sa,مكة,www.amlakoffice.sa
1203,مكة المكرمة,شركة سهم الإعمار للاستشارات الهندسية شخص واحد مهنية,6,565777742,Range.rover.s@hotmail.com,,
1204,مكة المكرمة,شركة خالد احمد بامقعين للاستشارات الهندسية شخص واحد مهنية,6,555502982,Eng-K_A_B@HOTMAIL.COM,الشوقية,eng-kb.sa
1205,مكة المكرمة,سعد مفرح الشمراني للاستشارات الهندسية,6,550551771,eng.532@hotmail.com,,
1206,مكة المكرمة,رافد البناء الحديث للاستشارات الهندسية,6,502431802,rafidalbannacompany@gmail.com,مكه مخطط ولي العهد,https://sites.google.com/view/rwafed/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9
1207,مكة المكرمة,الشروق للاستشارات الهندسية,6,504611184,mhoseedi@yahoo.com,,
1208,مكة المكرمة,شركة احمد غالب خلف للاستشارات الهندسية,6,555613534,rohulamen11@gmail.com,0,a.ghaleb
1209,مكة المكرمة,معالي للاستشارات الهندسية,6,599476076,eng-asj26@hotmail.com,الخالدية,www.maale.com
1210,مكة المكرمة,ابعاد التميز للهندسة المدنية,6,539387951,abaadeng735@gmail.com,حي ولي العهد - طريق الليث,abaadeng.com
1211,مكة المكرمة,شركة كيان التشييد للاستشارات الهندسية شخص واحد مهنية,2,505660560,kayan.ktec@gmail.com,مقابل مركز الحياه الطبي,kayan.ktec.com
1212,مكة المكرمة,شركة حاتم سمير خيري للاستشارات الهندسية شخص واحد مهنية,6,544433609,eng.7atim@hotmail.com,,
1213,مكة المكرمة,أحمد اسحاق بن نوح فلاته للهندسة المعمارية,6,548080730,eng-sa@outlook.sa,,
1214,مكة المكرمة,شركة عماد البيت للاستشارات الهندسية مهنية,6,508029031,omar05080290@gmail.com,,
1215,مكة المكرمة,همم العمار للهندسة المدنية,6,531172827,mahr.1413@hotmail.com,,
1216,مكة المكرمة,غاية للاستشارات الهندسية,6,544493321,abdulazizalmufarriji91@gmail.com,,
1217,مكة المكرمة,رودك للاستشارات الهندسية,6,500000034,mr.fatany@gmail.com,خلف صيدلية النهدي,rawdakoffice.sa
1218,مكة المكرمة,حلول بارعة للاستشارات الهندسية,6,503500708,witysolutiones.consultances@hotmail.com,,
1219,مكة المكرمة,شركة علم للاستشارات الهندسية,6,564727048,m1122m22z@gmail.com,النزهة,https://www.google.com/search
1220,مكة المكرمة,مرافق الجزيرة للاستشارات الهندسية,6,504541820,ismail.ujaimi@gmail.com,,
1221,مكة المكرمة,المنظور الشامل للاستشارات الهندسية,1,505702123,fallath_1380@hotmail.com,,
1222,مكة المكرمة,شركة وسام عصام بصنوي للاستشارات الهندسية شخص واحد مهنية,6,500600614,albasnawi.group@gmail.com,الرصيفة - برج السلوى الاداري - دور 4 مكتب 6,albasnawigroup.com
1223,مكة المكرمة,شركة آفاق الإبداع للاستشارات الهندسية,6,562472916,afaq.alebdaa@outlook.com,,
1224,الرياض,دار الخليج للاستشارات الهندسية,1,546622049,swailmi@daralkhalij.com,طريق الملك عبدالله,www.daralkhalij.com
1225,الرياض,شركة المدينه الانشائيه للمقاولات,2,557321448,citycenterpr@gmail.com,الرياض,1441.14
1226,الرياض,شركة اسس الاحتراف للاستشارات الهندسية شخص واحد,6,562069544,asus.alahtraf@gmail.com,التعاون طريق الامام سعود بن عبدالعزيز بن محمد,linkedin.com/in/asus-alahtraf-for-civil-engineering-ba9331222
1227,الرياض,شركة ساس التطوير للمقاولات,2,551812970,b7r.i8088@gmail.com,,
1228,الرياض,المهندس العربي للاستشارات الهندسية,,555266097,sourawi@arabicengoffice.com,معهد الادارة مجمع اليمامة التجاري,WWW.ARABICENGOFFICE.COM
1229,الرياض,مكتب الجزيرة للاستشارات الهندسية,4,503409651,ruh@ajec-consulting.com,الرياض - حي جرير شارع اسماعيل الازدي 4152,www.ajec-consulting.com
1230,الرياض,شركة الرصف والبناء السعودية للتجارةوالصناعة والمقاولات المحدودة,6,555447668,SPCC2011@HOTMAIL.COM,,
1231,الرياض,سلوان للاستشارات الهندسية,6,505408659,amer_zamil@hotmail.com,حي النزهـة: مخرج (9) شارع الإمام سعود بن عبد العزيز,www.silwan-eng.com
1232,الرياض,شركة عصف للاستشارات الهندسية مهنية,2,560223323,hassanq2007@hotmail.com,شارع حمزة ابن عبدالمطلب حي الزهرة,linkedin.com/in/hassan-al-fahri-msc-pmp%C2%AE-484a74b8/
1233,الرياض,شركة المختص للاستشارات الهندسية,1,567104398,info@specialist.com.sa,الرياض,specialist.com.sa
1234,الرياض,شركة في ثري الشرق الأوسط للإستشارات الهندسية,1,541425667,info@v3international.com,,
1235,الرياض,شركة مرافق للاستشارات الهندسية شركة شخص واحد,1,550001234,aghanem@marafq.com,الرياض - حي الصحافة,www.marafq.com
1236,الرياض,ارتيليا السعودية للاستشارات الهندسية,5,532134297,ahmed.nassar@arteliagroup.com,8148 طريق الملك فهد الفرعي - حي الملقا,www.arteliagroup.com
1237,الرياض,شركه سيسرا المحدوده,3,505476751,,,
1238,الرياض,مؤسسة انجاء البناء للمقاولات,5,505288845,abufawaz5@hotmail.com,الرياض,www.anjaalbena.net
1239,الرياض,المهندس نزار الكردي الملي للاستشارات الهندسية,4,540305593,info@almuhandis.com,الرياض الملز شارع الاميرة الجوهرة بنت الامام فيصل,www.almuhandis.com
1240,الرياض,الماهدون للاستشارات الهندسية,2,554212303,okabbush@hotmail.com,6984 شارع الأحساء/الزهراء الرياض 12811- 2985,www.mahedon.com
1241,الرياض,شركة المتميزون للاستشارات الهندسية شخص واحد,1,555586220,info@almutamaizon-sa.com,حي الروضة,www.almutamaizon-sa.com
1242,الرياض,شركة النسبة الذهبية للاستشارات الهندسية شركة شخص واحد,2,578158845,a_alshalan@hotmail.com,حي العقيق,WWW.GOLD.COM.SA
1243,الرياض,المزروع مهندسون استشاريون,1,557678886,mazroa1@yahoo.com,الرياض تقاطع شار ع الامير سلطان مع التخصصي,https://almazro.com/
1244,الرياض,شركة الابتكار للاستشارات الهندسية شركة شخص واحد,2,540007320,alebtekarec@gmail.com,حي الياسمين - طريق أنس بن مالك,www.alebtekar.net
1245,الرياض,شركة سواري الشرق للمقاولات (شركة شخص واحد),3,565839895,mohi230@yahoo.com,,
1246,الرياض,شركة ثبات التقنية للمقاولات (شركة شخص واحد),4,500017886,muhannad@thabatco.com,,
1247,الرياض,عاطف عبدالله الشبل للاستشارات الهندسية,5,570560291,m-saleh@hotmail.com,جده,www.msaleh
1248,الرياض,الدكنان للاستشارات الهندسية,6,534401398,saud_eldknan@yahoo.com,القريات شارع الملك فيصل,www.saud_eldknan
1249,الرياض,شركة مسارات الابداع للاستشارات الهندسية شخص واحد,6,565210806,zaid@cp-ksa.com,الرياض حي جرير,www.cp-ksa.com
1250,الرياض,أنماط للاستشارات الهندسية,3,505407288,anmat@anmatgrp.com,"4410 طريق الامام سعود بن فيصل، مكتب رقم 10، 4410 طريق الامام سعود بن فيصل، 6801 الرياض 13321 6801 ، الدور الثاني، الرياض 13321",https://anmatgrp.com/
1251,الرياض,شركة اسس التصميم للاستشارات الهندسية شركة مهنية شخص واحد,1,545643502,m1_alrasheed@yahoo.com,حي أشبيليه,https://www.dpec.sa
1252,الرياض,اّكد للإستشارات الهندسية,,504560090,Info@ackdconsult.net,الرياض - حي الربيع,www.ackdco.com
1253,الرياض,خليفة حمد الروقي للاستشارات الهندسية,6,544542824,eng.khalifacon@gmail.com,طريق الملك فهد,https://apps.balady.gov.sa
1254,الرياض,شركة الحياد للاستشارات الهندسية شركة شخص واحد,6,559946529,info@alheyad.com,حي الملقا - طريق انس بن مالك,https://twitter.com/alheyad1?lang=ar
1255,الرياض,سي بلوك للاستشارات الهندسية,2,561811200,info@otcesaudi.com,"مبنى النورين، الياسمين , الدور الأول، مكتب رقم 114، شارع أنس بن مالك، الرياض 13322",www.otcesaudi.com
1256,الرياض,مدار الجودة للاستشارات الهندسية,1,554207730,archahmad@yahoo.com,"مكتب 211، الدور الثاني، مركز الريل التجاري، شارع عمر المختار، حي الثليم",www.mjawda.com
1257,الرياض,شركة أرابتك جردانه وشركائه للاستشارات الهندسية,1,548058205,yazan_shahwan@aj-group.com,التعاون,www.aj-group.com
1258,الرياض,دار الرياض للاستشارات الهندسية,1,500336240,fahad.almautrofi@daralriyadh.com,حي الملك عبدالعزيز,www.daralriyadh.com
1259,الرياض,المجاز للإستشارات الهندسية,3,505489736,f.alyahya@almajaz.net,"4385Umar Ibn Abdul Aziz Rd., Jarir District, Riyadh 12833 - 8867",www.almajaz.net
1260,الرياض,شركة العمارة المستدامة للاستشارات الهندسية شركة شخص واحد,2,538319232,aalsedairi@hotmail.com,7193 طريق الملك عبدالعزيز -حي صلاح الدين - مركز مندرين - امام محطة القطار رقم A06,WWW.SUSTARCH.COM
1261,الرياض,مكتب رمز للاستشارات الهندسية,,556058600,INFO@ramz.com.sa,المرسلات - طريق الملك عبدالله,ramz.com.sa
1262,الرياض,محمد صالح النعيم للاستشارات الهندسية,4,505481233,Moannaim@gmail.com,الرياض- النزهه,www.annaim.com.sa
1263,الرياض,كساب شبرم الشمري للاستشارات الهندسية,6,553383265,kassab_3265@hotmail.com,الرياض حى الصحافه,www.kassab27.com
1264,الرياض,سحاب للاستشارات الهندسية,,555460356,info@sahab.sa,شارع الضباب - تقاطع طريق الملك عبد العزيز مبني رقم ????,https://sahab.sa
1265,الرياض,شركة عبدالاله عبدالرحمن المهناء للاستشارات المهنية,1,593647722,a.mons@aalmohanna.com,شارع موسب بن نصير,https://aalmohanna.com/
1266,الرياض,شركة جماعة المهندسين الاستشاريين,1,569091145,mahmoud.talaat@ecgsa.com,5000 طريق الملك فهد,www.ecgsa.com
1267,الرياض,محمد هندي القحطاني للاستشارات الهندسية,6,557231336,alanwar12345m@gmail.com,شارع حمزة بن عبدالمطلب - الرياض,www.qahtmhindi
1268,الرياض,شركة مروان المطلق وفهد بونهية مهندسون استشاريون,5,556100026,mohammad@mbce.com.sa,"الدائري الشمالي, حي المصيف",mb.sa
1269,الرياض,الزيد للاستشارات الهندسية,5,506602602,aliozaid@yahoo.com,12223,www.zec.com.sa
1270,الرياض,مكتب خليفة حمد الروقي للاستشارات الهندسية,,544542824,mo.rslan29@gmail.com,طريق فهد الفرعي - العقيق,www.eng/khalifa.com
1271,الرياض,مكتب لبنات مهندسون استشاريون,,503562100,labinat@gmail.com,,
1272,الرياض,أحمد سليمان الموسى للاستشارات الهندسية,6,533074741,eng.ahmed999@hotmail.com,حي الملقا طريق انس بن مالك,https://docs.google.com/forms/d/e/1FAIpQLSfW27ILYwP5MTwF7N2Z_scI2nphkhQEusWOk73c0bkVbgreXg/viewform
1273,الرياض,البيئة مخططون معماريون ومهندسون,1,500000000,mail@beeah.sa,المصيف - الحسين بن علي,WWW.BEEAH.SA
1274,الرياض,أي إل إف مهندسون استشاريون للاستشارات الهندسية,1,507000081,Karl.Tobler@ilf.com,,
1275,الرياض,الدار الدولية للاستشارات الهندسية,1,554302630,Mohamed.AlHudar@dar-engineering.com,برج تمكين- الدور 28,https://www.dar-engineering.com/
1276,الرياض,القويحص للاستشارات الهندسية,1,552255648,info@guwaihes.net,حي الملز,gec.org.sa
1277,الرياض,اليمامة للاستشارات الهندسية,1,599440070,info@alyamamah-sa.com,حي الربيع,https://alyamamh-sa.com/
1278,الرياض,شركة تي اي سي انجنيرنج انك وشريكها للاستشارات الهندسية,3,565929530,mohamadjt@teceng.com,الرياض - السليمانية- شارع الأمير ممدوح بن عبدالعزيز,www.teceng.com
1279,الرياض,الصيوان العربي للاستشارات الهندسية,6,505276828,alsywan555@gmail.com,ظهرة البديعة طريق حمزة ابن عبدالمطلب,www.alsywan.com
1280,الرياض,آرك هوب للاستشارات الهندسية,6,560995832,o.almogren@yahoo.com,الصحافة-انس بن مالك-مركز الأماني,https://omarchitects-sa.com/
1281,الرياض,انموذج للاستشارات الهندسية,2,500866803,model.architects@gmail.com,طريق الملك عبدالعزيز,www.model.com
1282,الرياض,عزم للاستشارات الهندسية,,9.66541E+11,azm@saudieng.org,,
1283,الرياض,محمد عمر جزار للاستشارات الهندسية,4,558545388,bandar@jazzar.com.sa,الملز,www.jazzar.com.sa
1284,الرياض,بدر عبدالمحسن بن سليمان للاستشارات الهندسية,1,505282277,bader_eng1@hotmail.com,الرياض-حي النخيل,www.bsa.com.sa
1285,الرياض,مشاري الشثري للاستشارات الهندسية,1,539332218,5310000167@email.com,حي المعذر,https://www.mnseng.net/
1286,الرياض,شركة بيئة المعمار للاستشارات الهندسية وشركاؤه,4,553242615,info@bmeng.sa,6271 العليا 12241,www.bmeng.sa
1287,الرياض,شركة مجموعة العمرو للاستشارات الهندسية,1,500327819,info@amrgroup.com.sa,الرياض حي النزهة طريق ابي بكر الصديق,www.amrgroup.com.sa
1288,الرياض,مكتب الضاحية للاستشارات الهندسة المعمارية,,555765060,AldahyaCons@gmail.com,الروضة,AldahyaCons.com
1289,الرياض,شركة كساب للاستشارات الهندسية,,553383265,engkassab27@gmail.com,الرياض حى الصحافه,www.kassab27.com
1290,الرياض,سعيد جود الرحيلي للإستشارات الهندسية,,542461050,a.rady@s-rahily.com,"3333 ، ابن الامير ، حي غرناطة ، 7696",http://www.s-rahily.com/
1291,الرياض,مؤسسة طراز للتعمير,4,555828050,aziz@teraz.com.sa,,
1292,الرياض,عبدالعزيز سعد البواردي للاستشارات الهندسية,1,533218155,info@aalbwardi.com,حي العليا - برج البحرين,www.aalbwardi.com
1293,الرياض,مكتب دار الرياض للاستشارات الهندسية,,502219817,mohammed.alharbi@daralriyadh.com,السليمانية,daralriyadh.com
1294,الرياض,شركة كامل للاستشارات الهندسية شركة شخص واحد,1,555582970,kceksa@gamil.com,حي الروضه,non.com
1295,الرياض,الرأي للاستشارات الهندسية,4,534796307,info@alrai.com,المصيف,www.alrai.sa
1296,الرياض,شركة احمد صالح السلطان للاستشارات الهندسية شركة مهنية شخص واحد,1,504768087,elshemy_10@yahoo.com,طريق الملك عبدالعزيز بحى المرقب,https://www.wafyapp.com/ar/place/ahmed-sultan-consulting-office
1297,الرياض,مكتب ضفاف للإستشارات الهندسية,,555963929,info@defaf.net,"الرياض ، حي بدر ،شارع الامام مسلم ، بجوار بلدية الشفا",defaf.net
1298,الرياض,الناصية للاستشارات الهندسية,6,552020163,waleedsds@hotmail.com,شارع الحسن بن علي,www.alnasia.net
1299,الرياض,عبدالرحمن دابس الحربي,,533774040,INFO@ADH.SA,انس بن مالك,WWW.ADH.SA
1300,الرياض,البعد الجديد للاستشارات الهندسية,,503813775,info@ndec.com.sa,ظهرة لبن - شارع الشفا,www.ndec.com.sa
1301,الرياض,مؤسسة محيط الانشاءات للمقاولات,6,556014596,alanizi777@hotmail.com,,
1302,الرياض,حمود صالح العواصي الجربا للاستشارات الهندسية,,505456365,aljarbahamoud@hotmail.com,طريق العروبة,www.aljarbagroup.com
1303,الرياض,نظرة للهندسة المعمارية,,500708833,alkhuzaim.haitham@gmail.com,الروضة,Www.nadhrah.com
1304,الرياض,الجوري للاستشارات الهندسية,6,559000995,m@jury-eng.com,الشارع العام,JURU.COM
1305,الرياض,مؤسسة آراب للمقاولات,4,544348469,araab_cons@yahoo.com,شارع ابن حامد امام بلدية الروضة,https://engineering-consultant-1942.business.site/
1306,الرياض,تعمير للاستشارات الهندسية,3,505427460,info.tameerpm@gmail.com,المملكة العربية السعودية- الرياض - حي الرحمانية - تقاطع طريق الملك عبد الله مع طريق التخصصي,www.infotameerpmgmail
1307,الرياض,شركة التعاونية للاستشارات الهندسية مهنية شركة شخص واحد,6,504444061,kotaibi22@gmail.com,حي الشهداء,www.cce-sa.com
1308,الرياض,زوايا البناء للاستشارات الهندسية,5,505451819,info@zawayaalbina.com,الرياض - المتوكل العباسي - الروضة,www.zawayaalbina.com
1309,الرياض,شركة العماد العربي للاستشارات الهندسية,2,546842334,info@alemadonline.com,"مخرج 5، المروج، شارع عمر الهمزاني الرياض 11351 المملكة العربية السعودية",www.alemadonline.com
1310,الرياض,شركة دبي للاستشارات الهندسية,3,502757025,info@dubai.com.sa,حي القدس شارع عبدالرحمن الغافقي,dubai.com.sa
1311,الرياض,أماكن للاستشارات الهندسية,2,503464558,amaken.eng@gmail.com,الرياض الروضة شارع حفصة بنت عمر,www.amakinco.com.sa
1312,الرياض,شركة بيكت للاستشارات الهندسية,3,566452632,khaled_no2@yahoo.com,حي المصيف - طريق الملك عبد العزيز,www.BECT.net
1313,الرياض,النخبة المميزة للاستشارات الهندسية,6,505161620,saad@alfaraj-group.com,القاضي اياس,www.de-ec.com
1314,الرياض,شركة عبدالوالي بن أحمد اليحي للاستشارات الهندسية,2,504291740,info@ecc-ksa.com,الرياض - حى الوادى - الدائرى الشمالى - مع ابو بكر الصديق اعلى مرجان,ecc-ksa.com
1315,الرياض,الصياف للإستشارات الهندسية,2,594944229,salemalsyyaf@yahoo.com,عوجان,www.alsayaf.com
1316,الرياض,صالح عبدالله الراجحي للاستشارات الهندسية,2,542854709,info@rajhi4eng.com,المحمدية,salrajhi4eng.com
1317,الرياض,المتألق للاستشارات الهندسية,,503865515,brilliance002@gmail.com,طريق الامير محمد بن سعد بن عبدالعزيز -العقيق,www.br-design.com
1318,الرياض,المنابر للاستشارات المهنية,1,500100676,info@almnabr.com,الملز طريق صلاح الدين الأيوبي,almnabr.com
1319,الرياض,الميثاق العربي للاستشارات الهندسية,1,500037049,info@ac-ec.com.sa,تقاطع طريق ابي بكر الصديق مع طريق الثمامة,www.ac-ec.com.sa
1320,الرياض,ركائز المعمار للاستشارات الهندسية,,555467225,am.askar@hotmail.com,مكتب رقم 19- مجمع الهدلق التجارى - شارع أنس بن مالك - حى الملقا - شمال مدينة الرياض,http://rakaez.sa/
1321,الرياض,شركة اويو اورافال التكنولوجيا,,590004510,mohannd.bazerbashi@oyorooms.com,"مكتب رقم 702 ،الدورالسابع، مبنى الرصيص -شارع الضباب - الرياض، اململكة العربية السعودية",www.oyorooms.com
1322,الرياض,سعد بن علي بن فلاح الحميداني المطيري للهندسة المدنية,,582199999,sao@alhomaidani.com,التعاون,www.alhomaidani.com
1323,الرياض,شركة نون الوطنية للمقاولات,6,592299999,ceo@nnc.sa,,
1324,الرياض,مكتب خليفه حمد الروقي لأستشارات الهندسه المعماريه فرع دومه الجندل,,544542824,mo.rslan29@gmail.com,طريق الملك فهد الفرعي - العقيق,www.eng/khalifa.com
1325,الرياض,المستشار المحترف للاستشارات الهندسية,1,500001810,info@proffconsult.com,شارع موسى بن نصير - عمائر السيركون رقم 7 - مكتب رقم 2,http://www.proffconsult.com/
1326,الرياض,مؤسسة دروب السلامة للمقاولات,5,545447952,ahmed.abdelrahman598@yahoo.com,,
1327,الرياض,النقاء وشركائه للهندسة المعمارية,4,500283773,social@cleardes.com,7525 طريق صلبوخ - حي حطين - وحدة رقم 28 - 2466 - الرياض 13518 المملكة العربية السعودية,www.cleardes.com
1328,الرياض,إبراهيم زمندار للاستشارات الهندسية,1,505406006,info@zamandarco.com,طريق الملك عبد الله حي الملك فهد,zamandarco.com
1329,الرياض,شركة نمارق وشريكه للإستشارات الهندسية,1,555012974,info@namariq.net,حي الصحافة,www.namariq.net
1330,الرياض,شركة ابعاد السلامة للاستشارات الهندسية,3,505611951,alamri_md@yahoo.com,شارع فلسطين - برج مرزا للأعمال الذي به متجر إكسترا - مكتب 43,WWW.SDECGROUP.COM
1331,الرياض,مؤسسة المستوى للمقاولات,4,549351550,kharashit@almustwa.com,الرياض حي الربوة شارع الامير بدر بن عبدالعزيز,www.almustwa.com
1332,الرياض,ريد للاستشارات الهندسية,6,505402397,saleh.998@hotmail.com,الرياض حي الملقا طريق الأمير محمد بن سعد,https://rayde.sa/
1333,الرياض,المنوال للاستشارات الهندسية,3,543122223,fares777@yahoo.com,المملكة العربية السعودية - الرياض - حي العقيق - طريق الملك فهد -امام الهلال الاحمر,https://almenwaleng.com
1334,الرياض,مكتب عبدالله محمد ال خضر للاستشارات الهندسية,,555667759,abdullahalkhedher@gmail.com,النرجس,www.riwaq.com
1335,الرياض,المتطور للاستشارات الهندسية,1,9.66506E+11,dribrahim@adeceng.com,,
1336,الرياض,شركة ستس السعودية للاستشارات الهندسية,1,506251645,aalmossa@setsintl.net,"المملكة العربية السعودية - الرياض - حي المربع - شارع الامير فيصل بن تركي بن عبد العزيز رقم المبنى 2920- اسم المبنى مركز الابداع التجاري - الدور 3 - مكتب رقم 8 - صندوق بريد , الرياض 11454 - ص - ب 15854",https://setsintl.net/
1337,الرياض,شركة تكوينات للاستشارات الهندسية,6,505465442,banwhco@hotmail.com,الرياض - حي الروضة,takwenat.com.sa
1338,الرياض,شركة عبدالرحمن عبداللطيف جزار للاستشارات الهندسية,1,558176307,ceo@jazzar-consult.com,الرياض - الملز - شارع القرعاء,JAZZAR-CONSULT.COM
1339,الرياض,عادل صالح عبدالله الجراعبه الشرارى للهندسة المدنية,6,550641212,ENG.ADELOFFICE@GMAIL.COM,الرياض - حي الشفا,a.sh100
1340,الرياض,شركة اتحاد المستشارين للهندسة والبيئة,1,540830414,kas@group-cc.com,طريق الملك فهد /برج هيتال,www.group-cc.com
1341,الرياض,سلمان عبدالهادي عبدالله الصالحي الحربي للهندسة المعمارية,6,555999630,Mrslman@hotmail.com,حي العارض - طريق الملك عبدالعزيز,akkwad.com
1342,الرياض,ضفاف للاستشارات الهندسية,6,555963929,info@defaf.net,"الرياض ، حي بدر ،شارع الامام مسلم ، بجوار بلدية الشفا",defaf.net
1343,الرياض,شركة محمد عبدالله ال إبراهيم وشريكه مهندسون استشاريون - بيت الخبرة للاستشارات الهندسية,1,505448710,a.azan@ehec.com.sa,طريق الخير,www.ehec.com.sa
1344,الرياض,شركة الاتحاد الهندسي السعودية للاستشارات الهندسية - خطيب وعلمي,1,533358883,fahad.nasser@khatibalami.com,طريق الملك عبد العزيز,http://www.khatibalami.com/
1345,الرياض,شركة مشاري ناصر الشثري للمقاولات (شركة شخص واحد),3,505466611,info@mnseng.com,,
1346,الرياض,ماز للاستشارات الهندسية,2,546220058,info@mazengineering.com,حي المصيف - الرياض,https://www.mazeng.sa/
1347,الرياض,شركة واحة التميز للاستشارات الهندسية شخص واحد,3,599994172,alsageer-hvac@hotmail.com,الروضة,https://oec.sa/
1348,الرياض,كاس للاستشارات الهندسية,2,569859925,shehrika88@gmail.com,شارع محمد بن ابراهيم الماضي,www.kas.com.sa
1349,الرياض,مكتب عثمان محمد المنصور للاستشارات الهندسية,,505299008,othmanom@yahoo.com,شبرا,almansour.com
1350,الرياض,شركة دروازة للاستشارات الهندسية,1,555820822,Drwazah1@gmail.com,طريق الملك عبدالعزيز - مقابل مستشفى المملكة,www.drwazah.com.sa
1351,الرياض,يورو كونسلت للاستشارات الهندسية,1,501116059,ahmed.sabry@euroconsult.com,"ش العليا العام، عمارة السيريكون رقم 151، مكتب 502",www.euroconsult.com
1352,الرياض,شركة الأفق الأخضر للاستثمار (شركة شخص الواحد),3,555235924,khaled.gawad@g-enviro.com,,
1353,الرياض,ميلا للاستشارات الهندسية,5,505200038,sami.almusaiteer@gmail.com,2413 طريق الأمام سعود بن عبدالعزيز الفرعي,mila.sa
1354,الرياض,شركة الاختبارات للاستشارات الهندسية,2,506605777,talal_sh5@hotmail.com,حي الروضة شارع حفصة بنت عمر مقابل بلدية الروضة,WWW.EECC.SA
1355,الرياض,شركة دار التصاميم المعمارية للاستشارات الهندسية,3,505442118,hr@almemariah.com,الرياض - حي السليمانية - شارع الأمير محمد بن عبدالعزيز,almemariah.com
1356,الرياض,عبدالله رفاع الصالحي للاستشارات الهندسية,,504210632,alsalhi.eng@gmail.com,عمارة 97- شقة رقم-1 شارع حفصة بنت عمر -الروضة,https://www.instagram.com/alsalhi.eng/?hl=en
1357,الرياض,دعم للاستشارات الهندسية,3,555447668,eng.kalnashwan@gmail.com,طريق الامير محمد بن سعد بن عبدالعزيز,https://engineering-consultant-1681.business.site/?utm_source=gmb&utm_medium=referral
1358,الرياض,الرؤية الحديثة للاستشارات الهندسية,1,544444043,jilban2020@gmail.com,الرياض - ظهر لبن,http://musit20.simplesite.com/
1359,الرياض,الحتمية للاستشارات الهندسية,,566642555,aradi@hatmia.net,طريق انس بن مالك,www.hatmia.net
1360,الرياض,شركة درة الإبتكارات للاستشارات الهندسية شركة شخص واحد,2,500404054,durrahconsult@gmail.com,طريق الامير بندر بن عبدالعزيز,www.durrah.net
1361,الرياض,المطورون العرب للاستشارات الهندسية,2,544878888,arabian_developer@yahoo.com,السليمانية -طريق الملك عبد العزيز- جنوب قصر الرياض للاحتفالات,www.adec-sa.com
